Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B00850,UPTOWN TRANSIT CORP,,2021,9,September,208,0,3
B02990,GO MY SEDAN LLC,,2021,11,November,244,0,3
B01546,BELLE-ROCK OF BEACH CHANNEL INC.,,2017,8,August,2990,0,13
B00860,SEAMAN RADIO DISPATCHERS INC,,2018,6,June,21766,0,118
B01854,EUROPE LIMOUSINE SERVICE INC,,2021,12,December,1380,0,137
B00412,NYC 2 WAY INTERNATIONAL LTD,NYC TWO WAY INC.,2016,4,April,14246,0,146
B01437,MERENGUE LIMO & C/S INC,,2017,11,November,11972,0,57
B03139,MJ LUXURY INC.,,2019,9,September,1205,0,11
B01984,NY 88 EXPRESS CORP.,,2019,8,August,23844,0,129
B01800,EMPIRE INTERNATIONAL LTD.,,2019,3,March,8602,0,255
B03000,ZAPP CAR SERVICE INC.,,2018,3,March,34,0,4
B03199,RINCON TRANSPORTATION LLC,,2022,1,January,183,0,5
B03033,FLEX EXPRESS CORP.,,2021,11,November,2768,0,19
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2020,12,December,4237,0,53
B00210,"HOWARD CAR SERVICE,INC.",,2017,10,October,52,0,4
B00387,FORTUNE LIMOUSINES INC,,2022,3,March,121,0,3
B03282,HOLY TRANSPORTATION CORP.,,2022,4,April,1027,0,33
B02229,NEW FAT INC.,ELEGANTE,2019,6,June,1735,0,24
B01482,SHORE TRANSPORTATION INC,SEASIDE CAR SERVICE,2021,6,June,945,0,4
B02723,CHARLIE BLACK CAR INC.,,2015,6,June,624,0,5
B03048,ATLANTIS TRANSPORTATION SERVICES INC,,2017,7,July,1157,0,7
B00039,BERMUDA LIMOUSINE SERVICE INC.,,2017,1,January,994,0,49
B02899,NEW BLACK LUXURY CARS CORP,,2017,9,September,26754,0,104
B00256,FAST OPERATING CORP,CARMEL C/L SVCE,2019,11,November,39087,0,536
B00014,NY ONE CORP CAR INC,,2016,11,November,7295,0,169
B02902,NY CAR & LIMO SERVICES INC.,,2020,8,August,19,0,2
B00975,"T.J.Q. CAR SERVICE, INC.",QUALITY CAR SVCE,2018,3,March,2000,0,16
B01651,U.P.S. RADIO DISPATCH CORP.,WIRELESS CAR SERVICE,2016,2,February,13603,0,88
B02379,THE OPTION TRANSPORTATION CORP.,,2016,8,August,41,0,4
B02832,NYC FLY WHEELS INC.,,2018,7,July,245,0,10
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,,2021,8,August,585,0,2
B01616,"H & B CAR AND LIMOUSINE, INC",SUNNYSIDE CAR SERVICE,2021,5,May,375,0,13
B03174,NEW HEAVEN LUXURY INC,,2019,11,November,152,0,4
B02967,ABIEL TRANSPORTATION CORP,,2021,2,February,206,0,1
B02657,MALCOLM LIMO EXPRESS CORP.,,2018,1,January,6921,0,52
B00021,MEXICANA HIGH CLASS INC.,CAPITAL CAR SERVICE,2020,11,November,4013,0,46
B02292,NEW YORK APPLE V.I.P. CORP,,2018,8,August,1142,0,7
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2019,12,December,591,0,13
B03187,A & J CAR SERVICE CORP,,2020,5,May,1359,0,10
B03126,YUR DRIVERS NETWORK INC,,2019,11,November,471,0,15
B01537,S.I. SPEED INC.,,2018,10,October,4094,0,12
B02011,EXECUTIVE TOWN CAR & LIMO CORP.,,2018,12,December,276,0,8
B02401,NORTHSIDE BK LLC,,2017,6,June,3,0,1
B02334,"GROUND TRAVEL SERVICES II, LTD.",GTS,2018,1,January,390,0,21
B03047,"STS LUXURY, INC",,2020,7,July,2028,0,28
B02597,"RUDY'S LIMOUSINE SERVICE, INC.",RUDY'S EXECUTIVE TRANSPORTATION,2018,10,October,49,0,11
B01600,R & N CAR SERVICE INC.,EVERYWHERE CAR SERVICE,2021,3,March,144,0,9
B03297,ABA LUXURY CAR INC.,,2022,4,April,120,0,7
B02613,NYC STAR LIMOUSINE & CAR SERVICES CORP.,NYS CAR SERVICE,2017,8,August,2060,0,17
B02735,"BEST DEAL CAR SERVICE 2,INC.",,2016,3,March,4906,0,88
B01087,ELITE LIMO PLUS INC,,2016,10,October,11527,0,275
B02795,LIMO SEVEN TRANSPORTATION INC,,2018,10,October,2952,0,13
B02614,MEXICO LA  NEW POBLANITA EXPRESS INC.,,2017,5,May,6102,0,15
B01436,NEW PRONTO TRANSP INC,,2017,8,August,1319,0,19
B02509,NY MINUTE CAR SERVICE INC.,,2020,8,August,7540,0,45
B02541,HIBA CAR & LIMO SVC INC.,,2015,4,April,194,0,7
B00151,KINGSBAY CAR SERVICE INC,,2017,6,June,57,0,4
b00965,BEN JEVO MGT. INC.,NEWPORT CAR SERVICE,2016,8,August,11147,0,55
B02855,JUNIORS LUXURY INC,MEGA JUNIORS,2019,5,May,1768,0,10
B00131,NEW MEXICANA CAR SERVICE II INC.,AZTECA EXPRESS,2018,7,July,778,0,9
B02892,SEAMAN EXPRESS CORP.,,2018,7,July,33,0,10
B02573,SUNSET PARK CAR SERVICE INC,,2016,1,January,3956,0,22
B01029,ZION CAR SERVICE INC.,,2020,11,November,905,0,4
B01029,ZION CAR SERVICE INC.,,2017,3,March,49,0,4
B01738,SAETA CAR SERVICE INC.,,2020,10,October,845,0,6
B02637,ROOSEVELT CAR & LIMO INC.,,2019,6,June,1,0,1
B03138,WST LIMOUSINE LLC,,2019,5,May,322,0,20
B01079,THE METRO MARINE CAR SERVICE INC,MARINE LIMO & CAR SERVICE,2021,3,March,2232,0,6
B02747,LEGEND LUXURY LIMO INC.,,2021,12,December,136,0,40
B01339,R C AUDUBON SVC INC,,2018,7,July,10014,0,79
B00625,"CENTRAL CAR SERVICES,INC.",,2016,7,July,8033,0,39
b00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2016,6,June,86,0,1
B03381,THE DRIVERS COOPERATIVE INC.,,2021,8,August,818,0,126
B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",,2016,3,March,1256,0,42
B02470,VAHANA INC.,,2019,10,October,504,0,14
B02550,AGAPE LUXURY CORP.,,2020,12,December,12897,0,120
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,,2017,5,May,1556,0,6
B01730,LUCKY EXPRESS CORPORATION,GOOD LUCK CAR SVCE,2017,3,March,14023,0,131
B00272,BIG APPLE CAR INC,,2018,10,October,3155,0,94
B02891,"GLIDE LUXURY TRANSPORTATION, INC",,2019,5,May,177,0,5
B03293,A & Z LUXURY LIMOUSINE TRANSPORATION INC.,,2021,9,September,168,0,1
B02799,CHURCH AVENUE EXPRESS INC,,2016,10,October,1771,0,12
B03368,BEST CHOICE CAR SERVIE CORPORATION,,2022,3,March,2,0,1
B02849,BROOKLYN RIDES CORP,,2018,10,October,17770,0,123
B00448,DIAL CAR INC.,,2018,1,January,7078,0,166
B02106,"PERFECT LIMO SERVICE, INC.",,2019,11,November,5,0,3
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2019,3,March,3156,0,115
B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,N.Y. MEXICANA CAR SERVICE,2019,1,January,2241,0,18
B01065,EL BARRIO'S CAR SERVICE LLC,,2017,6,June,13457,0,86
B02627,A PEGASUS LIMOUSINE CORP.,APL LIMO,2017,1,January,194,0,11
B02784,SMILE TRANSPORTATION GROUP INC,,2017,11,November,7373,0,32
B01467,NEW EXPERIENCE #1 INC,,2017,6,June,10874,0,50
B02173,ADMIRE LLP LLC,,2017,9,September,247,0,9
B01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2021,3,March,475,0,6
B01527,NEW FAMILY RAD DISP INC,,2016,6,June,8441,0,75
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2016,2,February,25951,0,94
B01985,"LUXURY WORLDWIDE TRANSPORTATION, LLC",,2020,8,August,445,0,19
B02008,"SCARSDALE TRIP SERVICE, INC.",RED OAK TRANSPORTATION,2019,5,May,30,0,1
B03015,TRI-COUNTY BLACK CARS INC,,2019,7,July,3379,0,11
B02424,FRIENDLY RIDE INC,,2021,11,November,565,0,15
B03020,5J TRANSPORTATION INC.,,2018,3,March,1211,0,15
B01738,SAETA CAR SERVICE INC.,,2018,9,September,2343,0,12
B01606,LA MEXICANA EXPRESS INC.,,2017,4,April,37468,0,182
B03041,PUEBLA CITY INC.,,2019,2,February,6537,0,27
B02834,811 TRANSIT CORP,,2018,11,November,4258,0,21
B02148,MAVRIK TRANS INC.,,2018,10,October,507,0,24
B02339,SEDANZ INC.,,2020,8,August,86,0,5
B00756,T & S HILLSIDE INC.,RED CAP CAR SERVICE,2018,5,May,5531,0,30
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2017,4,April,158,0,2
B02106,"PERFECT LIMO SERVICE, INC.",,2016,1,January,62,0,8
B00559,7 OCEAN EXPRESS INC.,,2018,5,May,2926,0,23
B02851,GALLANT CAR SERVICE CORP.,,2017,12,December,125,0,2
B02975,LI YANG LIMOUSINE INC,,2018,3,March,2914,0,20
B01338,3210 WEBSTER AV PRESTIGE C/S,,2021,7,July,13316,0,86
B02699,PRESIDENTIAL LUXURY LIMO INC.,,2021,2,February,511,0,20
B00888,ACE C/L SVCE INC,,2022,1,January,110,0,54
B01406,GOTHAM CAR SERVICE INC.,LEGEND CAR SERVICE,2020,5,May,846,0,15
B03240,ARECIBO EXPRESS INC.,,2020,10,October,524,0,16
B03326,RESQ RIDE CORP.,,2022,3,March,483,0,9
B01424,EAGLE CAR & LIMO LTD.,,2022,6,June,277,0,4
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2017,1,January,823,0,21
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2016,10,October,6081,0,53
B02531,CLEAN AIR CAR SERVICE AND PARKING CORP.,,2018,10,October,3641,0,37
B01263,"RACHEL'S CAR SERVICE,INC.",,2019,10,October,1423,0,7
B02747,LEGEND LUXURY LIMO INC.,,2019,9,September,306,0,50
B03117,RELY-ON-US CAR SERVICE INC,,2018,9,September,362,0,9
B01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2018,8,August,6892,0,23
B01233,NEW LACONIA RAD DISP INC,,2022,2,February,4518,0,26
B02641,AVENUE X CAR SERVICE INC.,PRESTIGE CAR SERVICE,2019,10,October,2996,0,9
B00222,"REYNO CAR SVC, INC.",,2018,7,July,2908,0,21
B01482,SHORE TRANSPORTATION INC,SEASIDE CAR SERVICE,2018,7,July,4020,0,13
B01236,BLS LIMO SVC OF NY INC,,2021,7,July,1494,0,34
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2021,8,August,19394,0,106
B03042,BAYRIDGE EXPRESS LUXYRY INC,,2017,7,July,761,0,8
B02110,"OPTIMUM CAR & LIMO, INC.",,2020,11,November,2163,0,29
B00296,PRIME TIME TRANS. INC,,2017,9,September,1276,0,39
B01606,LA MEXICANA EXPRESS INC.,,2016,11,November,29200,0,168
B00429,SURF CAR SYSTEMS INC,,2017,2,February,11172,0,26
B02252,ASIANA LIMOUSINE INC.,,2018,8,August,29,0,2
B00619,"HOLA CAR SERVICE,INC.",,2021,7,July,326,0,3
B02892,SEAMAN EXPRESS CORP.,,2017,4,April,82,0,10
B03061,BLUE EAGLE TRANSPORTATION SERVICES CORP,,2020,6,June,645,0,8
B01190,NEW BELL CAR SERVICE CORP,,2015,7,July,9401,0,46
B02735,"BEST DEAL CAR SERVICE 2,INC.",,2021,10,October,24102,0,124
B00387,FORTUNE LIMOUSINES INC,,2018,5,May,279,0,8
B02972,BLESSING TRANSPORTATION GROUP INC,,2020,4,April,17,0,4
B02163,JUNIORS EXPRESS CAR SERVICE INC.,,2018,12,December,1899,0,7
B00623,MANHATTAN INT'L LIMO NETWORK LLC,,2018,5,May,359,0,6
B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,2021,5,May,37,0,4
B02760,VISMAR RADIO DISPATCH INC.,,2016,5,May,54,0,7
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2018,6,June,6417,0,32
B02509,NY MINUTE CAR SERVICE INC.,,2016,2,February,91,0,4
B01273,PUERTO RICO CAR SERVICE INC.,,2018,11,November,2370,0,8
B00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2021,5,May,9808,0,27
B03193,"EXPERT CARE TRANSPORTATION, INC.",EXPERT TRANSPORTATION,2019,9,September,219,0,4
B00013,LOVE CORPORATE CAR INC,,2017,4,April,4031,0,116
B02522,CHAUFFEURED EXECUTIVE TRANSPORTATION LLC,,2016,3,March,1619,0,68
B02536,SEAGULL RIDE CORP,,2016,8,August,1973,0,7
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,,2018,9,September,1972,0,20
B02784,SMILE TRANSPORTATION GROUP INC,,2018,3,March,8185,0,36
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2018,1,January,12,0,3
B00208,ERNEST SCHWARZ INC,,2020,2,February,73,0,3
B02061,ROYAL COACHMAN LTD.,,2016,7,July,102,0,13
B01593,"NOVAK GLOBAL, INC.",SKYWAY CAR SERVICE,2016,2,February,2042,0,11
B02303,MINEOLA TRANSPORTATION INC.,,2017,7,July,123,0,2
B00984,P J CAR SVCE,,2018,3,March,2909,0,9
B01118,INTERNATIONAL CAR SERVICE INC.,,2020,4,April,831,0,9
B02881,DIANE CAR AND LIMO SERVICE LLC,,2019,7,July,6824,0,34
B02355,BWJ GROUP INC,,2018,5,May,748,0,3
B02418,PLUSH SERVICES CORP,,2018,11,November,484,0,17
B02016,PLANET LIMOUSINE LLC,,2016,2,February,3339,0,72
B03042,BAYRIDGE EXPRESS LUXYRY INC,,2018,4,April,1038,0,7
B01196,DIPLO RAD DISP INC,,2021,7,July,8288,0,46
B02925,SIGNATURE BLACK CAR LLC,,2018,5,May,152,0,12
B00337,KEW GARDENS ENTERPRISES INC.,,2020,2,February,1529,0,8
B02157,REAGAN CONVEYANCE  CORP.,DELUX TRANSPORTATION SERVICES,2015,11,November,5258,0,148
B03226,PAXXIA LUXURY CORP.,,2021,4,April,438,0,9
B00277,ALL CITY CORP TRANS INC,,2016,12,December,1545,0,44
B02162,A B C SHUTTLE SERVICES CORPORATION,ABC CAR SERVICES,2019,6,June,10309,0,61
B00271,UTOG 2-WAY RADIO INC,UTOG CORPORATE CAR SERVICE,2022,2,February,3655,0,80
B01346,ARECIBO C/S INC,,2018,1,January,13372,0,150
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2017,3,March,11577,0,58
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2019,12,December,8617,0,61
B00900,BIG Q CAR SVC. INC.,,2021,11,November,16619,0,71
B01146,CHURCH AVE C/S INC,,2018,2,February,8426,0,37
B02853,SAFE RIDES CAR & LIMO SERVICES INC,,2019,9,September,30,0,5
B02408,"PETER EXECUTIVE LIMOUSINE, CORP",,2019,7,July,89,0,10
B02671,COMMUNITY CAR SERVICE PRISCILLA CORP,,2019,8,August,3622,0,16
B00492,BLU-WHITE ASSOCIATED TRANSPORTATION SERVICE INC,,2019,11,November,1885,0,10
B02285,"VALERA GLOBAL, INC.",,2019,8,August,2356,0,61
B01300,KENNEDY RAD DISP INC,,2019,1,January,10941,0,102
B03262,ROYALTY FAMILY CORP,,2021,1,January,258,0,10
B02819,FIVE STAR LUXURY INC.,,2022,1,January,469,0,9
B01061,DAT RADIO DISP INC,,2018,7,July,31435,0,137
B02751,RELIANCE GROUP INC,,2015,11,November,53,0,4
B01768,NEW SUPERIOR RADIO GRP CORP,,2020,6,June,1510,0,14
B02107,APOLLO RADIO DISPATCH INC.,,2015,9,September,15300,0,105
B01984,NY 88 EXPRESS CORP.,,2020,5,May,1830,0,9
B02173,ADMIRE LLP LLC,,2017,3,March,298,0,12
B00802,BELL CAR SVC INC,,2018,3,March,7423,0,28
b00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2016,5,May,96,0,1
B02103,A & S LIMOUSINE SERVICE CORP,,2022,1,January,420,0,3
B01437,MERENGUE LIMO & C/S INC,,2017,1,January,16245,0,70
B02096,"CET GROUP, INC",,2018,8,August,396,0,33
B02461,NEW HEAVEN RADIO DISPATCH CORP,,2019,5,May,6469,0,59
B02809,NBT TRANSPORTATION INC,,2015,9,September,1377,0,14
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2020,1,January,178,0,3
B00008,T-D MAINTENANCE CORP,FOUR ONES CAR SERVICE,2018,1,January,1267,0,23
B02279,MATAMOROS CAR SERVICE INC.,,2016,5,May,10205,0,31
B02229,NEW FAT INC.,ELEGANTE,2016,6,June,2482,0,27
B02472,NEW BUSHWICK LUXURY INC.,,2015,9,September,10518,0,138
B01288,NEW ELEGANTE CAR SVC INC,ELEGANTE,2018,10,October,1440,0,14
B00932,NATASHAS GRP CAR CORP,,2022,3,March,1137,0,4
B00037,TRANSP UNLIMITED C/S,,2021,7,July,5302,0,19
B02462,TIFFANY'S CAR SERVICE INC.,,2016,8,August,1188,0,8
B02838,THA MAYA CAR SERVICE INC,,2021,9,September,1216,0,10
B02183,BANGLA CAR & LIMO. SERVICE INC.,,2015,11,November,258,0,111
B01751,CONCORDE EXP OF N.Y. INC,,2015,8,August,3615,0,11
B01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2019,3,March,5781,0,22
B00037,TRANSP UNLIMITED C/S,,2016,12,December,10787,0,42
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2021,6,June,386,0,3
B02597,"RUDY'S LIMOUSINE SERVICE, INC.",RUDY'S EXECUTIVE TRANSPORTATION,2018,1,January,60,0,11
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",,2022,1,January,1987,0,68
B01349,CAPRICORN LIMO SVC INC,,2016,1,January,3,0,1
B02839,YERUSHALAYIM CAR&LIMO INC,,2017,5,May,216,0,2
B02505,TRELAWNY CAR SERVICE INC,,2015,12,December,76,0,10
B02971,"ULTRA BLACK CAR TRANSPORTATION, CORP.",,2019,11,November,640,0,114
B00014,NY ONE CORP CAR INC,,2015,9,September,9460,0,189
B02905,PUEBLA LUXURY CORP,,2016,3,March,4112,0,92
B03258,CHERRY TRANSPORTATION NY INC.,,2022,5,May,91,0,7
B02613,NYC STAR LIMOUSINE & CAR SERVICES CORP.,NYS CAR SERVICE,2017,9,September,1636,0,16
B02641,AVENUE X CAR SERVICE INC.,PRESTIGE CAR SERVICE,2019,11,November,2465,0,15
B02655,LONG ISLAND CITY CAR AND LIMO INC.,A2B CORPORATE SEDAN,2019,7,July,578,0,10
B02008,"SCARSDALE TRIP SERVICE, INC.",RED OAK TRANSPORTATION,2020,3,March,3,0,1
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2019,7,July,28342,0,177
B03011,GOOD DAY TRANSPORTATION INC,,2021,5,May,271,0,5
B02735,"BEST DEAL CAR SERVICE 2,INC.",,2021,9,September,22303,0,127
B01436,NEW PRONTO TRANSP INC,,2017,12,December,1496,0,20
B02913,DAT TRANSPORTATION INC.,,2017,7,July,179,0,9
B02834,811 TRANSIT CORP,,2017,6,June,3255,0,21
B03160,"CURB TRANSPORTATION SERVICES,LLC",CURB MOBILITY-CURB TRANS,2020,10,October,33101,0,512
B02003,"AVALON CORPORATE CAR,INC.",,2018,12,December,2018,0,71
B01273,PUERTO RICO CAR SERVICE INC.,,2018,5,May,7684,0,35
B02794,ASAP LUXE INC,,2018,4,April,262,0,2
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2021,7,July,1055,0,8
B00280,FLEET RADIO DISPATCH CORP.,MINUTEMEN,2017,12,December,3716,0,79
B01469,"BROTHERS CAR SERVICE, INC.",,2016,6,June,11484,0,91
B02634,VETERANS RADIO DISPATCHER CORP.,,2021,6,June,3524,0,23
B00254,XYZ TWO WAY RADIO,,2019,6,June,12228,0,198
B02913,DAT TRANSPORTATION INC.,,2017,9,September,85,0,9
B02016,PLANET LIMOUSINE LLC,,2017,6,June,1367,0,39
B00171,CURB TRANSPORTATION SERVICES LLC.,,2017,6,June,2966,0,16
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,LLC.",,2021,5,May,137,0,6
B00628,"CONCORD LIMOUSINE 1, LLC",,2021,2,February,1033,0,51
B01081,GEORGE TOWN MANAGEMENT INC,,2016,7,July,1465,0,10
B03061,BLUE EAGLE TRANSPORTATION SERVICES CORP,,2020,5,May,277,0,6
B02787,SEMPERIDE LLC,,2020,10,October,8,0,1
B01742,"AVALON TRANSPORTATION, LLC",,2015,5,May,677,0,21
B01273,PUERTO RICO CAR SERVICE INC.,,2019,6,June,688,0,4
B00196,NEW EASY WAY RADIO DISP INC,,2018,5,May,243,0,8
B00477,INTA-BORO ACRES INC,,2021,2,February,1959,0,41
B02285,"VALERA GLOBAL, INC.",,2016,12,December,3716,0,94
B00937,RIVERSIDE RADIO DISPATCHER,,2017,5,May,56085,0,296
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2016,2,February,6779,0,71
B01470,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2021,7,July,2090,0,21
B01963,AFRO CAR SERVICE CORP,,2018,9,September,1520,0,13
B01066,DOMINICANA RAD DISP INC,,2022,4,April,1333,0,11
B01061,DAT RADIO DISP INC,,2020,5,May,7984,0,46
B03262,ROYALTY FAMILY CORP,,2021,8,August,678,0,12
B02731,EMES OF BOROPARK CAR SERVICE INC,,2018,3,March,635,0,4
B02287,ROAD NEW YORK ENTERPRISES INC.,DAI-ICHI LIMOUSINE,2018,1,January,111,0,6
B02182,"FINEST CAR SERVICE, LLC",,2019,1,January,4803,0,48
B02671,COMMUNITY CAR SERVICE PRISCILLA CORP,,2019,4,April,3495,0,17
B01045,CAPRICE CAR SERVICE NO.2 INC.,,2016,12,December,6059,0,37
B01466,FIVE STAR,,2016,10,October,2127,0,12
B01739,CITY CAR SERVICE CORP,DIGITAL CAR SERVICE,2018,6,June,828,0,13
B01445,J T TRANS CO INC,,2017,11,November,211,0,58
B02944,SCORPIO FIVE STAR CAR & LIMO SERVICE INC,,2017,1,January,1726,0,7
B00350,CHAMPION CAR & LIMO SVC. INC.,,2018,4,April,3902,0,22
B03174,NEW HEAVEN LUXURY INC,,2020,3,March,289,0,5
B03046,"BEL-LINDA, INC",ISLANDER TRANS,2022,1,January,2305,0,19
B00756,T & S HILLSIDE INC.,RED CAP CAR SERVICE,2022,3,March,5004,0,23
B02539,HAWK CAR AND LIMO SERVICE,JRIDE,2019,6,June,688,0,4
b00984,P J CAR SVCE,,2016,1,January,2721,0,11
VIA,VIA,VIA,2021,10,October,29401,8614,1156
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2017,12,December,35638,0,586
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,,2016,1,January,2220,0,15
B01803,"V.I.P. CONNECTION, INC.",CARLINK,2019,4,April,3150,0,88
B01800,EMPIRE INTERNATIONAL LTD.,,2020,1,January,7392,0,263
B03037,RIDE SOLUTION WORLDWIDE INC,,2022,3,March,2,0,2
B02825,GUADALUPANA II CAR & LIMO INC,,2018,12,December,4727,0,18
B01998,FIRST CORPORATE SEDANS INC.,,2017,3,March,9059,0,281
B02613,NYC STAR LIMOUSINE & CAR SERVICES CORP.,NYS CAR SERVICE,2016,8,August,6131,0,45
B03326,RESQ RIDE CORP.,,2021,11,November,117,0,4
B00001,LONDON TOWNCARS INC,,2018,5,May,1244,0,28
B02709,DASH CAR SERVICE CORP,,2020,1,January,618,0,3
B02061,ROYAL COACHMAN LTD.,,2017,7,July,72,0,14
B01913,MIRAGE LIMOUSINE SERVICE INC,,2017,11,November,939,0,26
B02429,SEAGULL RIDE CORP,,2015,8,August,987,0,5
B02418,PLUSH SERVICES CORP,,2021,8,August,308,0,4
B01923,"AVID INTERNATIONAL, INC.",,2016,10,October,1084,0,19
B02860,EVERY WHERE LIMO SERVICE INC.,,2021,11,November,208,0,12
B03060,EASTLAND BLACK CARS CORP,,2020,11,November,8352,0,43
B00318,APPLE RADIO CARS INC,,2019,11,November,3312,0,35
B02060,AMERICAN LIMOUSINE LLC,FLYTE TYME WORLDWIDE/ADDISON LEE/TRISTAR,2018,12,December,3189,0,102
B02637,ROOSEVELT CAR & LIMO INC.,,2017,5,May,1088,0,25
B01875,ON LINE LIMOUSINE LLC,,2020,2,February,475,0,13
b01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2016,4,April,7835,0,22
B02868,CHA CHA TRANSPORTATION CORP,,2020,10,October,476,0,6
B01282,NEW LOTS C/S INC,,2022,2,February,2815,0,14
B01148,EVELYN CAR SERVICE INC,,2019,11,November,4096,0,36
B03104,GCC TRANSPORTATION LLC.,,2021,3,March,4159,0,9
B01109,UNITED EXP C/L SVCE,,2019,5,May,3520,0,20
B01452,AREAS TRANSP INC,,2017,11,November,3819,0,12
B01332,SKYWAY CAR SERVICE EXPRESS INC.,,2019,6,June,201,0,7
B01693,ABT LIMOUSINE SERVICE INC,,2017,6,June,36,0,11
B03080,AMBAR TRANSPORTATION INC.,,2021,4,April,3464,0,36
B02491,CALL THREES LLC,,2016,10,October,874,0,5
B02435,"TEINETCO, INC",,2017,11,November,211,0,15
B01606,LA MEXICANA EXPRESS INC.,,2018,5,May,31964,0,134
B03187,A & J CAR SERVICE CORP,,2022,5,May,1391,0,16
B03062,BQN VOUCHER INC,,2019,7,July,1145,0,7
B00310,WATSON CAR SERVICE INC.,,2016,8,August,37769,0,183
B02536,SEAGULL RIDE CORP,,2019,1,January,2915,0,10
B00987,MARLBORO CAR SERVICE INC.,,2019,8,August,5218,0,15
B02853,SAFE RIDES CAR & LIMO SERVICES INC,,2017,4,April,78,0,4
B01351,HADERECH CAR SERVICE INC,,2017,4,April,150,0,3
B01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2021,9,September,1458,0,6
B02732,KESHES INC,,2018,1,January,2705,0,24
B00318,APPLE RADIO CARS INC,,2017,4,April,5850,0,38
B00860,SEAMAN RADIO DISPATCHERS INC,,2020,9,September,7738,0,59
B01341,A NEW DAY RAD DISP INC,,2022,3,March,398,0,6
B02050,"MAZIN  CAR & LIMO SVC., LLC",,2018,4,April,1351,0,6
B01341,A NEW DAY RAD DISP INC,,2021,4,April,105,0,4
B02537,ALLTOWN LIMO CORP.,,2021,8,August,3589,0,31
B02855,JUNIORS LUXURY INC,MEGA JUNIORS,2018,6,June,3501,0,17
B02219,ALL QUEENS CAR & LIMOUSINE INC.,CAR ON TIME,2019,1,January,35,0,6
B02787,SEMPERIDE LLC,,2018,3,March,79,0,10
B02532,COZY RIDE LIMOUSINE INC,COZY TRANSIT,2017,6,June,2833,0,16
B01118,INTERNATIONAL CAR SERVICE INC.,,2018,10,October,623,0,4
B02569,LAPUMA GO GREEN LLC,GO GREENRIDE,2022,2,February,584,0,48
B01341,A NEW DAY RAD DISP INC,,2022,2,February,108,0,4
B02947,"ONIX TRANSPORTATION, INC",,2020,3,March,7804,0,56
B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,2018,8,August,148,0,13
B00919,HARLEM CARS INC.,,2019,2,February,4757,0,33
B02657,MALCOLM LIMO EXPRESS CORP.,,2019,4,April,7025,0,58
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2020,10,October,318,0,2
B00448,DIAL CAR INC.,,2022,6,June,3775,0,74
B02671,COMMUNITY CAR SERVICE PRISCILLA CORP,,2021,7,July,1647,0,10
B02173,ADMIRE LLP LLC,,2018,11,November,104,0,6
B02747,LEGEND LUXURY LIMO INC.,,2019,3,March,21,0,17
